NOTE: New codes are introduced in October and old codes are phased out in September.
'ICD-9-CM CODE','CCS CATEGORY','CCS CATEGORY DESCRIPTION','ICD-9-CM CODE DESCRIPTION','OPTIONAL CCS CATEGORY','OPTIONAL CCS CATEGORY DESCRIPTION'
'27540','58   ','Ot nutrit dx',"UNSPEC DISORDER CALCIUM METAB (Begin 1997)",' ',' '
'27541','58   ','Ot nutrit dx',"HYPOCALCEMIA (Begin 1997)",' ',' '
'27542','58   ','Ot nutrit dx',"HYPERCALCEMIA (Begin 1997)",' ',' '
'27549','58   ','Ot nutrit dx',"OT DISORDER OF CALCIUM METAB (Begin 1997)",' ',' '
'2755 ','58   ','Ot nutrit dx',"HUNGRY BONE SYNDROME (Begin 2008)",' ',' '
'2758 ','58   ','Ot nutrit dx',"DIS MINERAL METABOL NEC",' ',' '
'2759 ','58   ','Ot nutrit dx',"DIS MINERAL METABOL NOS",' ',' '
'2771 ','58   ','Ot nutrit dx',"DIS PORPHYRIN METABOLISM",' ',' '
'2772 ','58   ','Ot nutrit dx',"PURINE/PYRIMID DIS NEC",' ',' '
'2773 ','58   ','Ot nutrit dx',"AMYLOIDOSIS",' ',' '
'27730','58   ','Ot nutrit dx',"AMYLOIDOSIS NOS (Begin 2006)",' ',' '
'27731','58   ','Ot nutrit dx',"FAM MEDITERRANEAN FEVER (Begin 2006)",' ',' '
'27739','58   ','Ot nutrit dx',"AMYLOIDOSIS NEC (Begin 2006)",' ',' '
'2774 ','58   ','Ot nutrit dx',"DIS BILIRUBIN EXCRETION",' ',' '
'2775 ','58   ','Ot nutrit dx',"MUCOPOLYSACCHARIDOSIS",' ',' '
'2776 ','58   ','Ot nutrit dx',"DEFIC CIRCUL ENZYME NEC",' ',' '
'2777 ','58   ','Ot nutrit dx',"DYSMETABOLIC SYNDROME X (Begin 2001)",' ',' '
'2778 ','58   ','Ot nutrit dx',"METABOLISM DISORDER NEC (End 2003)",' ',' '
'27781','58   ','Ot nutrit dx',"PRIMARY CARNITINE DEFICIENCY (Begin 2003)",' ',' '
'27782','58   ','Ot nutrit dx',"CARNITINE DEFICIENCY DUE TO INBORN ERRORS OF (Begin 2003)",' ',' '
'27784','58   ','Ot nutrit dx',"OTHER SECONDARY CARNITINE DEFICIENCY (Begin 2003)",' ',' '
'27785','58   ','Ot nutrit dx',"DISORDERS ACID OXIDATION (Begin 2004)",' ',' '
'27786','58   ','Ot nutrit dx',"PEROXISOMAL DISORDERS (Begin 2004)",' ',' '
'27787','58   ','Ot nutrit dx',"DIS MITOCHONDRIAL METAB (Begin 2004)",' ',' '
'27789','58   ','Ot nutrit dx',"OTHER SPECIFIED DISORDERS OF METABOLISM (Begin 2003)",' ',' '
'2779 ','58   ','Ot nutrit dx',"METABOLISM DISORDER NOS",' ',' '
'2780 ','58   ','Ot nutrit dx',"OBESITY (End 1995)",' ',' '
'27800','58   ','Ot nutrit dx',"OBESITY UNSPECIFIED (Begin 1995)",' ',' '
'27801','58   ','Ot nutrit dx',"MORBID OBESITY (Begin 1995)",' ',' '
'27802','58   ','Ot nutrit dx',"OVERWEIGHT (Begin 2005)",' ',' '
'27803','58   ','Ot nutrit dx',"Obesity hypovent synd (Begin 2010)",' ',' '
'2781 ','58   ','Ot nutrit dx',"LOCALIZED ADIPOSITY",' ',' '
'2782 ','58   ','Ot nutrit dx',"HYPERVITAMINOSIS A",' ',' '
'2783 ','58   ','Ot nutrit dx',"HYPERCAROTINEMIA",' ',' '
'2784 ','58   ','Ot nutrit dx',"HYPERVITAMINOSIS D",' ',' '
'2788 ','58   ','Ot nutrit dx',"OTHER HYPERALIMENTATION",' ',' '
'7831 ','58   ','Ot nutrit dx',"ABNORMAL WEIGHT GAIN",' ',' '
'7832 ','58   ','Ot nutrit dx',"ABNORMAL LOSS OF WEIGHT (End 2000)",' ',' '
'78321','58   ','Ot nutrit dx',"LOSS OF WEIGHT (Begin 2000)",' ',' '
'78322','58   ','Ot nutrit dx',"UNDERWEIGHT (Begin 2000)",' ',' '
'7833 ','58   ','Ot nutrit dx',"FEEDING PROBLEM",' ',' '
'7834 ','58   ','Ot nutrit dx',"LACK NORM PHYSIOL DEVEL (End 2000)",' ',' '
'78340','58   ','Ot nutrit dx',"LACK NORM PHYSIOL DEVELOP UNSPEC (Begin 2000)",' ',' '
'78341','58   ','Ot nutrit dx',"FAILURE TO THRIVE (Begin 2000)",' ',' '
'78342','58   ','Ot nutrit dx',"DELAYED MILESTONE (Begin 2000)",' ',' '
'78343','58   ','Ot nutrit dx',"SHORT STATURE (Begin 2000)",' ',' '
'7835 ','58   ','Ot nutrit dx',"POLYDIPSIA",' ',' '
'7837 ','58   ','Ot nutrit dx',"ADULT FAILURE TO THRIVE (Begin 2000)",' ',' '
'7839 ','58   ','Ot nutrit dx',"NUTR/METAB/DEVEL SYM NEC",' ',' '
'79391','58   ','Ot nutrit dx',"IMAGE TEST INCON D/T FAT (Begin 2006)",' ',' '
'7947 ','58   ','Ot nutrit dx',"ABN BASAL METABOL STUDY",' ',' '
'7957 ','58   ','Ot nutrit dx',"IMMUNOLOGICAL FIND NEC (End 1994)",' ',' '
'V122 ','58   ','Ot nutrit dx',"HX-ENDOCR/META/IMMUN DIS (end 2011)",' ',' '
'V1221','58   ','Ot nutrit dx',"Hx gestational diabetes (Begin 2011)",' ',' '
'V1229','58   ','Ot nutrit dx',"Hx-endocr/meta/immun dis (Begin 2011)",' ',' '
'V850 ','58   ','Ot nutrit dx',"BMI LESS THAN 19 (Begin 2005)",' ',' '
'V8521','58   ','Ot nutrit dx',"BMI 25.0-25.9 (Begin 2005)",' ',' '
'V8522','58   ','Ot nutrit dx',"BMI 26.0-26.9 (Begin 2005)",' ',' '
'V8523','58   ','Ot nutrit dx',"BMI 27.0-27.9 (Begin 2005)",' ',' '
'V8524','58   ','Ot nutrit dx',"BMI 28.0-28.9 (Begin 2005)",' ',' '
'V8525','58   ','Ot nutrit dx',"BMI 29.0-29.9 (Begin 2005)",' ',' '
'V8530','58   ','Ot nutrit dx',"BMI 30.0-30.9 (Begin 2005)",' ',' '
'V8531','58   ','Ot nutrit dx',"BMI 31.0-31.9 (Begin 2005)",' ',' '
'V8532','58   ','Ot nutrit dx',"BMI 32.0-32.9 (Begin 2005)",' ',' '
'V8533','58   ','Ot nutrit dx',"BMI 33.0-33.9 (Begin 2005)",' ',' '
'V8534','58   ','Ot nutrit dx',"BMI 34.0-34.9 (Begin 2005)",' ',' '
'V8535','58   ','Ot nutrit dx',"BMI 35.0-35.9 (Begin 2005)",' ',' '
'V8536','58   ','Ot nutrit dx',"BMI 36.0-36.9 (Begin 2005)",' ',' '
'V8537','58   ','Ot nutrit dx',"BMI 37.0-37.9 (Begin 2005)",' ',' '
'V8538','58   ','Ot nutrit dx',"BMI 38.0-38.9 (Begin 2005)",' ',' '
'V8539','58   ','Ot nutrit dx',"BMI 39.0-39.9 (Begin 2005)",' ',' '
'V854 ','58   ','Ot nutrit dx',"BMI 40 AND OVER (Begin 2005) (end 2010)",' ',' '
'V8541','58   ','Ot nutrit dx',"BMI 40.0-44.9 adult (Begin 2010)",' ',' '
'V8542','58   ','Ot nutrit dx',"BMI 45.0-49.9 adult (Begin 2010)",' ',' '
'V8543','58   ','Ot nutrit dx',"BMI 50.0-59.9 adult (Begin 2010)",' ',' '
'V8544','58   ','Ot nutrit dx',"BMI 60.0-69.9 adult (Begin 2010)",' ',' '
'V8545','58   ','Ot nutrit dx',"BMI 70 and over adult (Begin 2010)",' ',' '
'V8551','58   ','Ot nutrit dx',"BMI",' ',' '
'V8553','58   ','Ot nutrit dx',"BMI",' ',' '
'V8554','58   ','Ot nutrit dx',"BMI",' ',' '
'2800 ','59   ','Anemia',"CHR BLOOD LOSS ANEMIA",' ',' '
'2801 ','59   ','Anemia',"IRON DEF ANEMIA DIETARY",' ',' '
'2808 ','59   ','Anemia',"IRON DEFIC ANEMIA NEC",' ',' '
'2809 ','59   ','Anemia',"IRON DEFIC ANEMIA NOS",' ',' '
'2810 ','59   ','Anemia',"PERNICIOUS ANEMIA",' ',' '
'2811 ','59   ','Anemia',"B12 DEFIC ANEMIA NEC",' ',' '
'2812 ','59   ','Anemia',"FOLATE-DEFICIENCY ANEMIA",' ',' '
'2813 ','59   ','Anemia',"MEGALOBLASTIC ANEMIA NEC",' ',' '
'2814 ','59   ','Anemia',"PROTEIN DEFIC ANEMIA",' ',' '
'2818 ','59   ','Anemia',"NUTRITIONAL ANEMIA NEC",' ',' '
'2819 ','59   ','Anemia',"DEFICIENCY ANEMIA NOS",' ',' '
'2820 ','59   ','Anemia',"HEREDITARY SPHEROCYTOSIS",' ',' '
'2821 ','59   ','Anemia',"HEREDIT ELLIPTOCYTOSIS",' ',' '
'2822 ','59   ','Anemia',"GLUTATHIONE DIS ANEMIA",' ',' '
'2823 ','59   ','Anemia',"ENZYME DEFIC ANEMIA NEC",' ',' '
'2824 ','59   ','Anemia',"THALASSEMIAS (End 2003)",' ',' '
'28240','59   ','Anemia',"Thalassemia unspecified (Begin 2011)",' ',' '
'28243','59   ','Anemia',"Alpha thalassemia (Begin 2011)",' ',' '
'28244','59   ','Anemia',"Beta thalassemia (Begin 2011)",' ',' '
'28245','59   ','Anemia',"Delta-beta thalassemia (Begin 2011)",' ',' '
'28246','59   ','Anemia',"Thalassemia minor (Begin 2011)",' ',' '
'28247','59   ','Anemia',"Hgb E-beta thalassemia (Begin 2011)",' ',' '
'28249','59   ','Anemia',"OTHER THALASSEMIA (Begin 2003)",' ',' '
'2827 ','59   ','Anemia',"HEMOGLOBINOPATHIES NEC",' ',' '
'2828 ','59   ','Anemia',"HERED HEMOLYTIC ANEM NEC",' ',' '
'2829 ','59   ','Anemia',"HERED HEMOLYTIC ANEM NOS",' ',' '
'2830 ','59   ','Anemia',"AUTOIMMUN HEMOLYTIC ANEM",' ',' '
'2831 ','59   ','Anemia',"NONAUTOIMMU HEMOLYT ANEM (End 1993)",' ',' '
'28310','59   ','Anemia',"NONAUTOIMM HEMOLYTIC ANEMIA UNSPEC (Begin 1993)",' ',' '
'28311','59   ','Anemia',"HEMOLYTIC-UREMIC SYNDROME (Begin 1993)",' ',' '
'28319','59   ','Anemia',"OTH HEMOLYTIC ANEMIAS (Begin 1993)",' ',' '
'2832 ','59   ','Anemia',"HEMOLYTIC HEMOGLOBINURIA",' ',' '
'2839 ','59   ','Anemia',"ACQ HEMOLYTIC ANEMIA NOS",' ',' '
'2840 ','59   ','Anemia',"CONGEN APLASTIC ANEMIA",' ',' '
'28401','59   ','Anemia',"CONSTITUTION RBC APLASIA (Begin 2006)",' ',' '
'28409','59   ','Anemia',"CONST APLASTC ANEMIA NEC (Begin 2006)",' ',' '
'2841 ','59   ','Anemia',"PANCYTOPENIA (Begin 2006) (end 2011)",' ',' '
'28411','59   ','Anemia',"Antin chemo indcd pancyt (Begin 2011)",' ',' '
'28412','59   ','Anemia',"Oth drg indcd pancytopna (Begin 2011)",' ',' '
'28419','59   ','Anemia',"Other pancytopenia (Begin 2011)",' ',' '
'2842 ','59   ','Anemia',"MYELOPHTHISIS (Begin 2006)",' ',' '
'2848 ','59   ','Anemia',"APLASTIC ANEMIAS NEC (end 2007)",' ',' '
'28481','59   ','Anemia',"RED CELL APLASIA (Begin 2007)",' ',' '
'28489','59   ','Anemia',"APLASTIC ANEMIAS NEC (Begin 2007)",' ',' '
'2849 ','59   ','Anemia',"APLASTIC ANEMIA NOS",' ',' '
'2850 ','59   ','Anemia',"SIDEROBLASTIC ANEMIA",' ',' '
'28521','59   ','Anemia',"ANEMIA IN END-STAGE RENAL DISEASE (Begin 2000)",' ',' '
'28522','59   ','Anemia',"ANEMIA IN NEOPLASTIC DISEASE (Begin 2000)",' ',' '
'28529','59   ','Anemia',"ANEMIA OF OTHER CHRONIC ILLNESS (Begin 2000)",' ',' '
'2858 ','59   ','Anemia',"ANEMIA NEC",' ',' '
'2859 ','59   ','Anemia',"ANEMIA NOS-",' ',' '
'2851 ','60   ','Acut p-h anm',"AC POSTHEMORRHAG ANEMIA-",' ',' '
'28241','61   ','Sickle cell',"SICKLE-CELL THALASSEMIA WITHOUT CRISIS (Begin 2003)",' ',' '
'28242','61   ','Sickle cell',"SICKLE-CELL THALASSEMIA WITH CRISIS (Begin 2003)",' ',' '
'2825 ','61   ','Sickle cell',"SICKLE-CELL TRAIT",' ',' '
'28260','61   ','Sickle cell',"SICKLE-CELL ANEMIA NOS",' ',' '
'28261','61   ','Sickle cell',"HB-S DISEASE W/O CRISIS",' ',' '
'28262','61   ','Sickle cell',"HB-S DISEASE WITH CRISIS",' ',' '
'28263','61   ','Sickle cell',"SICKLE-CELL/HB-C DISEASE",' ',' '
'28264','61   ','Sickle cell',"SICKLE-CELL/HB-C DISEASE WITH CRISIS (Begin 2003)",' ',' '
'28268','61   ','Sickle cell',"OTHER SICKLE-CELL DISEASE WITHOUT CRISIS (Begin 2003)",' ',' '
'28269','61   ','Sickle cell',"SICKLE-CELL ANEMIA NEC-",' ',' '
'2860 ','62   ','Coag/hemr dx',"CONG FACTOR VIII DIORD",' ',' '
'2861 ','62   ','Coag/hemr dx',"CONG FACTOR IX DISORDER",' ',' '
'2862 ','62   ','Coag/hemr dx',"CONG FACTOR XI DISORDER",' ',' '
'2863 ','62   ','Coag/hemr dx',"CONG DEF CLOT FACTOR NEC",' ',' '
'2864 ','62   ','Coag/hemr dx',"VON WILLEBRAND-s DISEASE",' ',' '
'2865 ','62   ','Coag/hemr dx',"CIRCULATING ANTICOAG DIS (end 2011)",' ',' '
'28652','62   ','Coag/hemr dx',"Acquired hemophilia (Begin 2011)",' ',' '
'28653','62   ','Coag/hemr dx',"Antiphospholipid w hemor (Begin 2011)",' ',' '
'28659','62   ','Coag/hemr dx',"Ot hem d/t circ anticoag (Begin 2011)",' ',' '
'2866 ','62   ','Coag/hemr dx',"DEFIBRINATION SYNDROME",' ',' '
'2867 ','62   ','Coag/hemr dx',"ACQ COAGUL FACTOR DEFIC",' ',' '
'2869 ','62   ','Coag/hemr dx',"COAGULAT DEFECT NEC/NOS",' ',' '
'2870 ','62   ','Coag/hemr dx',"ALLERGIC PURPURA",' ',' '
'2871 ','62   ','Coag/hemr dx',"THROMBOCYTOPATHY",' ',' '
'2872 ','62   ','Coag/hemr dx',"PURPURA NOS",' ',' '
'2873 ','62   ','Coag/hemr dx',"PRIMARY THROMBOCYTOPENIA (End 2005)",' ',' '
'28730','62   ','Coag/hemr dx',"PRIM THROMBOCYTOPEN NOS (Begin 2005)",' ',' '
'28731','62   ','Coag/hemr dx',"IMMUNE THROMBOCYT PURPRA (Begin 2005)",' ',' '
'28732','62   ','Coag/hemr dx',"'EVANS' SYNDROME' (Begin 2005)",' ',' '
'28733','62   ','Coag/hemr dx',"CONG/HERID THROMB PURPRA (Begin 2005)",' ',' '
'28739','62   ','Coag/hemr dx',"PRIM THROMBOCYTOPEN NEC (Begin 2005)",' ',' '
'2874 ','62   ','Coag/hemr dx',"SECOND THROMBOCYTOPENIA (end 2010)",' ',' '
'28749','62   ','Coag/hemr dx',"Sec thrombocytpenia NEC (Begin 2010)",' ',' '
'2875 ','62   ','Coag/hemr dx',"THROMBOCYTOPENIA NOS",' ',' '
'2878 ','62   ','Coag/hemr dx',"HEMORRHAGIC COND NEC",' ',' '
'2879 ','62   ','Coag/hemr dx',"HEMORRHAGIC COND NOS",' ',' '
'28981','62   ','Coag/hemr dx',"PRIMARY HYPERCOAGULABLE STATE (Begin 2003)",' ',' '
'28982','62   ','Coag/hemr dx',"SECONDARY HYPERCOAGULABLE STATE (Begin 2003)",' ',' '
'28984','62   ','Coag/hemr dx',"HEPARIN-INDU THROMBOCYTO (Begin 2008)",' ',' '
'7827 ','62   ','Coag/hemr dx',"SPONTANEOUS ECCHYMOSES",' ',' '
'2880 ','63   ','Wht blood dx',"AGRANULOCYTOSIS",' ',' '
'28800','63   ','Wht blood dx',"NEUTROPENIA NOS (Begin 2006)",' ',' '
'28801','63   ','Wht blood dx',"CONGENITAL NEUTROPENIA (Begin 2006)",' ',' '
'28802','63   ','Wht blood dx',"CYCLIC NEUTROPENIA (Begin 2006)",' ',' '
'28803','63   ','Wht blood dx',"DRUG INDUCED NEUTROPENIA (Begin 2006)",' ',' '
'28804','63   ','Wht blood dx',"NEUTROPENIA D/T INFECTN (Begin 2006)",' ',' '
'28809','63   ','Wht blood dx',"NEUTROPENIA NEC (Begin 2006)",' ',' '
'2881 ','63   ','Wht blood dx',"FUNCTION DIS NEUTROPHILS",' ',' '
'2882 ','63   ','Wht blood dx',"GENETIC ANOMALY LEUKOCYT",' ',' '
'2883 ','63   ','Wht blood dx',"EOSINOPHILIA",' ',' '
'2884 ','63   ','Wht blood dx',"HEMOPHAGOCYTIC SYNDROMES (Begin 2006)",' ',' '
'28850','63   ','Wht blood dx',"LEUKOCYTOPENIA NOS (Begin 2006)",' ',' '
'28851','63   ','Wht blood dx',"LYMPHOCYTOPENIA (Begin 2006)",' ',' '
'28859','63   ','Wht blood dx',"DECREASED WBC COUNT NEC (Begin 2006)",' ',' '
'28860','63   ','Wht blood dx',"LEUKOCYTOSIS NOS (Begin 2006)",' ',' '
'28861','63   ','Wht blood dx',"LYMPHOCYTOSIS-SYMPTOMATC (Begin 2006)",' ',' '
'28862','63   ','Wht blood dx',"LEUKEMOID REACTION (Begin 2006)",' ',' '
'28863','63   ','Wht blood dx',"MONOCYTOSIS-SYMPTOMATIC (Begin 2006)",' ',' '
'28864','63   ','Wht blood dx',"PLASMACYTOSIS (Begin 2006)",' ',' '
'28865','63   ','Wht blood dx',"BASOPHILIA (Begin 2006)",' ',' '
'28866','63   ','Wht blood dx',"BANDEMIA (Begin 2007)",' ',' '
'28869','63   ','Wht blood dx',"ELEVATED WBC COUNT NEC (Begin 2006)",' ',' '
'2888 ','63   ','Wht blood dx',"WBC DISEASE NEC",' ',' '
'2889 ','63   ','Wht blood dx',"WBC DISEASE NOS",' ',' '
'28953','63   ','Wht blood dx',"NEUTROPENIC SPLENOMEGALY (Begin 2006)",' ',' '
'2890 ','64   ','Ot hematl dx',"SECONDARY POLYCYTHEMIA",' ',' '
'2894 ','64   ','Ot hematl dx',"HYPERSPLENISM",' ',' '
'28950','64   ','Ot hematl dx',"SPLEEN DISEASE NOS",' ',' '
'28951','64   ','Ot hematl dx',"CHR CONGEST SPLENOMEGALY",' ',' '
'28952','64   ','Ot hematl dx',"SPLENIC SEQUESTRATION (Begin 2003)",' ',' '
'28959','64   ','Ot hematl dx',"SPLEEN DISEASE NEC",' ',' '
'2896 ','64   ','Ot hematl dx',"FAMILIAL POLYCYTHEMIA",' ',' '
'2897 ','64   ','Ot hematl dx',"METHEMOGLOBINEMIA",' ',' '
'2898 ','64   ','Ot hematl dx',"BLOOD DISEASES NEC (End 2003)",' ',' '
'28983','64   ','Ot hematl dx',"MYELOFIBROSIS (Begin 2006)",' ',' '
'28989','64   ','Ot hematl dx',"OTHER SPECIFIED DISEASES OF BLOOD AND BLOOD-F (Begin 2003)",' ',' '
'2899 ','64   ','Ot hematl dx',"BLOOD DISEASE NOS",' ',' '
'7900 ','64   ','Ot hematl dx',"ABNORM RED BLOOD CELL (End 2000)",' ',' '
'79001','64   ','Ot hematl dx',"PRECIPITOUS DROP IN HEMATOCRIT (Begin 2000)",' ',' '
'79009','64   ','Ot hematl dx',"OTHER ABNORM RED BLOOD CELL (Begin 2000)",' ',' '
'V123 ','64   ','Ot hematl dx',"HX-BLOOD DISEASES",' ',' '
'V582 ','64   ','Ot hematl dx',"BLOOD TRANSFUSION- NO DX",' ',' '
'00321','76   ','Meningitis',"SALMONELLA MENINGITIS",' ',' '
'0360 ','76   ','Meningitis',"MENINGOCOCCAL MENINGITIS",' ',' '
'0470 ','76   ','Meningitis',"COXSACKIE VIRUS MENING",' ',' '
'0471 ','76   ','Meningitis',"ECHO VIRUS MENINGITIS",' ',' '
'0478 ','76   ','Meningitis',"VIRAL MENINGITIS NEC",' ',' '
'0479 ','76   ','Meningitis',"VIRAL MENINGITIS NOS",' ',' '
'0490 ','76   ','Meningitis',"LYMPHOCYTIC CHORIOMENING",' ',' '
'0491 ','76   ','Meningitis',"ADENOVIRAL MENINGITIS",' ',' '
'0530 ','76   ','Meningitis',"HERPES ZOSTER MENINGITIS",' ',' '
'05472','76   ','Meningitis',"H SIMPLEX MENINGITIS",' ',' '
'0721 ','76   ','Meningitis',"MUMPS MENINGITIS",' ',' '
'10081','76   ','Meningitis',"LEPTOSPIRAL MENINGITIS",' ',' '
'11283','76   ','Meningitis',"CANDIDAL MENINGITIS",' ',' '
'1142 ','76   ','Meningitis',"COCCIDIOIDAL MENINGITIS",' ',' '
'11501','76   ','Meningitis',"HISTOPLASM CAPSUL MENING",' ',' '
'11511','76   ','Meningitis',"HISTOPLASM DUBOIS MENING",' ',' '
'11591','76   ','Meningitis',"HISTOPLASMOSIS MENINGIT",' ',' '
'3200 ','76   ','Meningitis',"HEMOPHILUS MENINGITIS",' ',' '
'3201 ','76   ','Meningitis',"PNEUMOCOCCAL MENINGITIS",' ',' '
'3202 ','76   ','Meningitis',"STREPTOCOCCAL MENINGITIS",' ',' '
'3203 ','76   ','Meningitis',"STAPHYLOCOCC MENINGITIS",' ',' '
'3207 ','76   ','Meningitis',"MENING IN OTH BACT DIS",' ',' '
'3208 ','76   ','Meningitis',"BACTERIAL MENINGITIS NEC (Begin 1980 End 1992)",' ',' '
'32081','76   ','Meningitis',"ANAEROBIC MENINGITIS (Begin 1992)",' ',' '
'32082','76   ','Meningitis',"GRAM NEG MENINGITIS NEC (Begin 1992)",' ',' '
'32089','76   ','Meningitis',"OTH BACTER MENINGITIS (Begin 1992)",' ',' '
'3209 ','76   ','Meningitis',"BACTERIAL MENINGITIS NOS",' ',' '
'3210 ','76   ','Meningitis',"CRYPTOCOCCAL MENINGITIS",' ',' '
'3211 ','76   ','Meningitis',"MENING IN OTH FUNGAL DIS",' ',' '
'3212 ','76   ','Meningitis',"MENING IN OTH VIRAL DIS",' ',' '
'3213 ','76   ','Meningitis',"TRYPANOSOMIASIS MENINGIT",' ',' '
'3214 ','76   ','Meningitis',"MENINGIT D/T SARCOIDOSIS",' ',' '
'3218 ','76   ','Meningitis',"MENING IN OTH NONBAC DIS",' ',' '
'3220 ','76   ','Meningitis',"NONPYOGENIC MENINGITIS",' ',' '
'3221 ','76   ','Meningitis',"EOSINOPHILIC MENINGITIS",' ',' '
'3222 ','76   ','Meningitis',"CHRONIC MENINGITIS",' ',' '
'3229 ','76   ','Meningitis',"MENINGITIS NOS",' ',' '
'0361 ','77   ','Encephalitis',"MENINGOCOCC ENCEPHALITIS",' ',' '
'0462 ','77   ','Encephalitis',"SUBAC SCLEROS PANENCEPH",' ',' '
'0498 ','77   ','Encephalitis',"VIRAL ENCEPHALITIS NEC",' ',' '
'0499 ','77   ','Encephalitis',"VIRAL ENCEPHALITIS NOS",' ',' '
'0520 ','77   ','Encephalitis',"POSTVARICELLA ENCEPHALIT",' ',' '
'0543 ','77   ','Encephalitis',"HERPETIC ENCEPHALITIS",' ',' '
'0550 ','77   ','Encephalitis',"POSTMEASLES ENCEPHALITIS",' ',' '
'05601','77   ','Encephalitis',"RUBELLA ENCEPHALITIS",' ',' '
'05821','77   ','Encephalitis',"HUMAN HERPESVIR 6 ENCEPH (Begin 2007)",' ',' '
'05829','77   ','Encephalitis',"HUMAN HERPESVR ENCPH NEC (Begin 2007)",' ',' '
'0620 ','77   ','Encephalitis',"JAPANESE ENCEPHALITIS",' ',' '
'0621 ','77   ','Encephalitis',"WEST EQUINE ENCEPHALITIS",' ',' '
'0622 ','77   ','Encephalitis',"EAST EQUINE ENCEPHALITIS",' ',' '
'0623 ','77   ','Encephalitis',"ST LOUIS ENCEPHALITIS",' ',' '
'0624 ','77   ','Encephalitis',"AUSTRALIAN ENCEPHALITIS",' ',' '
'0625 ','77   ','Encephalitis',"CALIFORNIA ENCEPHALITIS",' ',' '
'0628 ','77   ','Encephalitis',"MOSQUIT-BORNE ENCEPH NEC",' ',' '
'0629 ','77   ','Encephalitis',"MOSQUIT-BORNE ENCEPH NOS",' ',' '
'0630 ','77   ','Encephalitis',"RUSSIA SPR-SUMMER ENCEPH",' ',' '
'0631 ','77   ','Encephalitis',"LOUPING ILL",' ',' '
'0632 ','77   ','Encephalitis',"CENT EUROPE ENCEPHALITIS",' ',' '
'0638 ','77   ','Encephalitis',"TICK-BORNE ENCEPH NEC",' ',' '
'0639 ','77   ','Encephalitis',"TICK-BORNE ENCEPH NOS",' ',' '
'064  ','77   ','Encephalitis',"VIR ENCEPH ARTHROPOD NEC",' ',' '
'0662 ','77   ','Encephalitis',"VENEZUELAN EQUINE FEVER",' ',' '
'06641','77   ','Encephalitis',"WEST NILE FEVER W/ENCEPH (Begin 2004)",' ',' '
'0722 ','77   ','Encephalitis',"MUMPS ENCEPHALITIS",' ',' '
'1300 ','77   ','Encephalitis',"TOXOPLASM MENINGOENCEPH",' ',' '
'1390 ','77   ','Encephalitis',"LATE EFF VIRAL ENCEPHAL",' ',' '
'3230 ','77   ','Encephalitis',"ENCEPHALIT IN VIRAL DIS",' ',' '
'32301','77   ','Encephalitis',"ENCEPH/ENCEPHMYE OTH DIS (Begin 2006)",' ',' '
'32302','77   ','Encephalitis',"MYELITIS-OTH VIRAL DIS (Begin 2006)",' ',' '
'3231 ','77   ','Encephalitis',"RICKETTSIAL ENCEPHALITIS",' ',' '
'3232 ','77   ','Encephalitis',"PROTOZOAL ENCEPHALITIS",' ',' '
'3234 ','77   ','Encephalitis',"OTH ENCEPHALIT D/T INFEC",' ',' '
'32341','77   ','Encephalitis',"ENCEPH/MYELITIS-OTH INF (Begin 2006)",' ',' '
'32342','77   ','Encephalitis',"MYELITIS D/T OTH INFECT (Begin 2006)",' ',' '
'3235 ','77   ','Encephalitis',"POSTIMMUNIZAT ENCEPHALIT",' ',' '
'32351','77   ','Encephalitis',"ENCEPH/MYEL FOLWG IMMUNE (Begin 2006)",' ',' '
'32352','77   ','Encephalitis',"MYELITIS FOLLWG IMMUNE (Begin 2006)",' ',' '
'3236 ','77   ','Encephalitis',"POSTINFECT ENCEPHALITIS",' ',' '
'32361','77   ','Encephalitis',"INF AC DIS ENCEPHALOMYEL (Begin 2006)",' ',' '
'32362','77   ','Encephalitis',"POSTINF ENCEPHALITIS NEC (Begin 2006)",' ',' '
'32363','77   ','Encephalitis',"POSTINFECTIOUS MYELITIS (Begin 2006)",' ',' '
'3237 ','77   ','Encephalitis',"TOXIC ENCEPHALITIS",' ',' '
'32371','77   ','Encephalitis',"TOXIC ENCPH & ENCEPHLOMY (Begin 2006)",' ',' '
'32372','77   ','Encephalitis',"TOXIC MYELITIS (Begin 2006)",' ',' '
'3238 ','77   ','Encephalitis',"ENCEPHALITIS NEC",' ',' '
'32381','77   ','Encephalitis',"ENCEPH & ENCEPHLALO NEC (Begin 2006)",' ',' '
'32382','77   ','Encephalitis',"MYELITIS CAUSE NEC (Begin 2006)",' ',' '
'3239 ','77   ','Encephalitis',"ENCEPHALITIS NOS",' ',' '
'34120','77   ','Encephalitis',"ACUTE MYELITIS NOS (Begin 2006)",' ',' '
'34121','77   ','Encephalitis',"ACUTE MYELITIS OTH COND (Begin 2006)",' ',' '
'34122','77   ','Encephalitis',"IDIOPATHC TRANS MYELITIS (Begin 2006)",' ',' '
'04500','78   ','Oth CNS infx',"AC BULBAR POLIO-TYPE NOS",' ',' '
'04501','78   ','Oth CNS infx',"AC BULBAR POLIO-TYPE 1",' ',' '
'04502','78   ','Oth CNS infx',"AC BULBAR POLIO-TYPE 2",' ',' '
'04503','78   ','Oth CNS infx',"AC BULBAR POLIO-TYPE 3",' ',' '
